univ_name,alias,address,sinta_id,pddikti_code,author_number,dept_number,journal_number,sinta_score_overall,sinta_score_3yr,sinta_score_productivity,sinta_score_productivity_3yr,scopus_docs,scopus_citation,scopus_cited_doc,scopus_citation_per_researchers,gscholar_docs,gscholar_citation,gscholar_cited_doc,gscholar_citation_per_researchers,wos_docs,wos_citation,wos_cited_doc,wos_citation_per_researchers,garuda_docs,garuda_citation,garuda_cited_doc,garuda_citation_per_researchers
STIKes Mitra Husada Medan,STIKES MITRA HUSADA MEDAN,"KOTA MEDAN - SUMATERA UTARA, ID",767,013190,56,4,0,12.678,7.864,189,117,5,5,3,"0,05",422,245,77,"2,63",0,0,0,0,31,0,0,0
Universitas Veteran Bangun Nusantara,UNIVET BANTARA,"KAB. SUKOHARJO - JAWA TENGAH, ID",84,061016,156,22,15,25.133,7.777,180,56,68,146,37,"0,89",2.556,10.453,970,"63,74",5,2,2,"0,01",772,4,4,"0,02"
Institut Teknologi Del,-,"KAB. TOBA SAMOSIR - SUMATERA UTARA, ID",614,012005,89,8,0,16.543,7.902,215,103,210,1.113,134,"12,37",953,3.369,409,"37,43",1,0,0,0,108,3,2,"0,03"
Universitas Muhammadiyah Gorontalo,UMGO,"KAB. GORONTALO - GORONTALO, ID",2568,161018,147,39,5,16.177,8.580,118,63,57,136,36,"0,81",1.366,2.423,432,"14,51",1,1,1,"0,01",249,2,2,"0,01"
Universitas Mandala Waluya,-,"KOTA KENDARI - SULAWESI TENGGARA, ID",2707,091068,121,10,2,12.842,7.889,100,61,92,159,48,"1,07",1.190,3.238,415,"21,73",2,1,1,"0,01",250,2,2,"0,01"
Universitas Muhammadiyah Sukabumi,UMMI,"KOTA SUKABUMI - JAWA BARAT, ID",1428,041040,166,24,0,18.978,8.586,116,52,55,76,29,"0,39",2.476,8.515,929,"44,12",0,0,0,0,349,2,2,"0,01"
Universitas Cokroaminoto Palopo,UNCP,"KOTA PALOPO - SULAWESI SELATAN, ID",2564,091039,168,14,8,20.686,8.608,122,51,61,198,39,"0,98",2.356,5.050,920,"25,00",0,0,0,0,485,15,8,"0,07"
Politeknik Kesehatan Kementerian Kesehatan Medan,POLTEKKES KEMENKES MEDAN,"KOTA MEDAN - SUMATERA UTARA, ID",4413,405002,253,21,1,14.394,8.595,59,35,66,149,38,"0,57",2.268,5.976,820,"22,98",1,1,1,"0,00",550,4,4,"0,02"
Universitas Teknologi Sumbawa,UTS SUMBAWA,"KAB. SUMBAWA - NUSA TENGGARA BARAT, ID",2390,081030,196,33,1,20.318,8.749,117,50,168,4.438,131,"18,57",2.461,10.153,884,"42,48",3,24,1,"0,10",480,1,1,"0,00"
Universitas Nahdlatul Ulama Nusa Tenggara Barat,-,"KOTA MATARAM - NUSA TENGGARA BARAT, ID",2392,081032,79,10,0,11.734,8.664,135,100,20,51,8,"0,53",815,3.048,331,"31,75",1,0,0,0,262,0,0,0
Institut Agama Islam Negeri Kerinci,IAIN KERINCI,"KAB. KERINCI - JAMBI, ID",3555,202036,176,20,5,9.865,6.851,51,36,53,165,29,"0,71",1.517,5.719,673,"24,65",0,0,0,0,328,0,0,0
Politeknik Pariwisata NHI Bandung,POLTEKPAR NHI BANDUNG,"KOTA BANDUNG - JAWA BARAT, ID",4402,385006,138,22,2,15.156,8.613,116,66,25,111,14,"0,83",1.119,4.095,414,"30,56",1,52,1,"0,39",203,1,1,"0,01"
Universitas Nias Raya,UNIRAYA,"KAB. NIAS SELATAN - SUMATERA UTARA, ID",8244516,011061,89,13,0,8.496,6.854,85,69,5,1,1,"0,01",803,6.188,367,"43,89",0,0,0,0,341,0,0,0
Sekolah Tinggi Ilmu Kesehatan Hang Tuah Surabaya,SEKOLAH TINGGI ILMU,"KOTA SURABAYA - JAWA TIMUR, ID",2235,073132,43,5,1,9.661,6.936,201,144,60,231,34,"3,00",719,1.334,269,"17,32",1,0,0,0,159,0,0,0
Institut Teknologi Kalimantan,ITK,"KOTA BALIKPAPAN - KALIMANTAN TIMUR, ID",536,002013,255,22,1,18.698,8.820,79,37,337,1.596,197,"5,15",2.194,4.630,774,"14,94",8,19,5,"0,06",269,7,5,"0,02"
Politeknik Pertanian Negeri Kupang,PPNK,"KOTA KUPANG - NUSA TENGGARA TIMUR, ID",557,005021,141,22,0,30.483,8.831,179,52,101,569,75,"1,91",1.343,5.718,565,"19,19",1,0,0,0,157,0,0,0
Institut Teknologi Perusahaan Listrik Negara,-,"KOTA ADM. JAKARTA BARAT - DKI JAKARTA, ID",1177,032026,148,13,4,17.311,6.951,112,45,323,1.153,197,"6,48",4.153,15.917,1.102,"89,42",1,0,0,0,295,2,2,"0,01"
Universitas Mohammad Natsir Bukittinggi,UMNATSIR,"KOTA BUKITTINGGI - SUMATERA BARAT, ID",2913,101026,60,10,0,9.818,6.970,144,102,15,144,12,"2,03",514,1.348,215,"18,99",0,0,0,0,30,0,0,0
Universitas Gresik,UNIGRES,"KAB. GRESIK - JAWA TIMUR, ID",2050,071020,88,11,4,11.671,6.956,158,94,53,400,39,"3,39",1.413,3.500,416,"29,66",3,21,2,"0,18",378,0,0,0
Poltekkes Kemenkes Aceh,POLKESACEH,"KAB. ACEH BESAR - ACEH, ID",4412,405001,242,21,1,10.086,7.065,40,28,107,238,54,"0,82",1.731,3.814,577,"13,06",3,1,1,"0,00",269,5,4,"0,02"
Universitas Panca Bhakti,-,"KOTA PONTIANAK - KALIMANTAN BARAT, ID",3135,111004,105,7,1,13.103,7.055,160,86,30,20,12,"0,13",773,2.404,234,"16,13",0,0,0,0,65,0,0,0
Universitas Muhammadiyah Gombong,UNIMUGO,"KAB. KEBUMEN - JAWA TENGAH, ID",191,061061,70,11,1,11.675,7.341,134,84,9,7,2,"0,07",1.519,3.273,570,"34,82",0,0,0,0,241,0,0,0
Institut Agama Islam Negeri Curup,IAIN CURUP,"KAB. LEBONG - BENGKULU, ID",3549,202039,167,22,15,10.481,7.432,59,42,46,147,30,"0,81",1.996,8.698,888,"47,79",2,18,2,"0,10",295,1,1,"0,01"
STMIK Primakara,-,"KOTA DENPASAR - BALI, ID",2476,083080,31,3,0,10.033,7.385,314,231,38,203,28,"5,64",599,1.515,248,"42,08",3,0,0,0,205,1,1,"0,03"
STIKES Santa Elisabeth Medan,SEKOLAH TINGGI ILMU KESEHATAN SANTA ELISABETH MEDA,"KOTA MEDAN - SUMATERA UTARA, ID",683,013140,52,7,0,8.644,7.442,147,126,14,113,7,"1,28",752,790,183,"8,98",0,0,0,0,146,0,0,0
INSTITUT KESEHATAN HELVETIA,IKH,"KOTA MEDAN - SUMATERA UTARA, ID",669,012006,159,13,4,10.433,7.492,53,38,31,60,17,"0,23",1.653,3.246,610,"12,53",0,0,0,0,201,0,0,0
Universitas Al-Azhar,UNAZ,"KOTA MEDAN - SUMATERA UTARA, ID",597,011026,63,8,0,13.962,7.431,191,102,17,5,5,"0,05",760,2.347,304,"21,34",1,1,1,"0,01",127,0,0,0
STIKES Katolik St Vincentius A Paulo Surabaya,STIKVINC,"KOTA SURABAYA - JAWA TIMUR, ID",2236,073133,19,5,0,9.596,6.993,300,219,1,0,0,0,307,304,92,"7,41",0,0,0,0,86,2,2,"0,05"
Universitas Respati Indonesia,URINDO,"KOTA ADM. JAKARTA TIMUR - DKI JAKARTA, ID",1075,031027,104,13,7,13.335,7.517,137,77,77,761,49,"4,88",1.523,6.214,585,"39,83",0,0,0,0,15,0,0,0
Universitas Bumigora,-,"KOTA MATARAM - NUSA TENGGARA BARAT, ID",2419,081040,165,16,5,13.179,7.915,83,50,73,218,49,"0,99",1.852,4.629,797,"20,95",0,0,0,0,344,1,1,"0,00"
Universitas Islam Negeri Raden Mas Said Surakarta,UIN SAID SURAKARTA,"KAB. SUKOHARJO - JAWA TENGAH, ID",190,201021,278,36,12,15.867,7.922,43,22,176,582,106,"1,56",6.211,30.214,2.318,"81,22",6,63,4,"0,17",289,7,3,"0,02"
Institut Pendidikan Indonesia Garut,IPI GARUT,"KAB. GARUT - JAWA BARAT, ID",1470,042013,114,13,3,15.421,7.982,157,81,105,159,47,"1,14",1.708,9.731,768,"70,01",17,1,1,"0,01",458,6,5,"0,04"
Universitas Halmahera,-,"KAB. HALMAHERA UTARA - MALUKU UTARA, ID",3313,121015,88,15,0,13.949,7.448,141,75,46,267,34,"2,47",607,1.654,233,"15,31",2,0,0,0,114,1,1,"0,01"
Politeknik Negeri Sambas,POLTESA,"KAB. SAMBAS - KALIMANTAN BARAT, ID",573,005038,89,9,0,13.211,7.993,148,90,6,6,3,"0,05",4.304,8.915,1.287,"76,20",0,0,0,0,46,0,0,0
Universitas Muhammadiyah Tangerang,UMT,"KOTA TANGERANG - BANTEN, ID",1319,041051,358,35,17,16.509,7.523,37,17,143,398,82,"0,83",4.946,41.796,2.268,"86,71",2,32,2,"0,07",288,1,1,"0,00"
Universitas Wisnuwardhana,UNIDHA,"KOTA MALANG - JAWA TIMUR, ID",504,071028,168,14,4,23.569,8.010,177,60,33,94,17,"0,55",1.854,4.387,549,"25,65",1,0,0,0,258,4,2,"0,02"
Universitas Al Muslim,UMUSLIM,"KAB. BIREUEN - ACEH, ID",3358,131006,215,28,2,20.150,7.920,84,33,75,277,47,"0,80",2.479,6.620,740,"19,08",0,0,0,0,447,5,3,"0,01"
Universitas Islam Kadiri,UNISKA,"KOTA KEDIRI - JAWA TIMUR, ID",2068,071040,168,13,7,15.296,7.997,85,45,36,139,22,"0,61",2.324,7.913,923,"34,71",0,0,0,0,454,8,3,"0,04"
Institut Seni Indonesia Denpasar,-,"KOTA DENPASAR - BALI, ID",531,002007,204,18,3,22.340,6.634,106,31,56,79,23,"0,34",9.073,16.278,2.258,"69,86",1,0,0,0,382,1,1,"0,00"
Universitas Nusa Bangsa,UNB,"KOTA BOGOR - JAWA BARAT, ID",1408,041020,63,9,1,17.175,8.089,344,162,115,645,77,"9,21",1.214,4.860,576,"69,43",8,7,4,"0,10",393,18,10,"0,26"
Politeknik Negeri Balikpapan,POLTEKBA,"KOTA BALIKPAPAN - KALIMANTAN TIMUR, ID",568,005032,85,11,3,12.428,6.667,134,72,62,243,37,"2,17",1.084,2.289,392,"20,44",1,49,1,"0,44",98,5,4,"0,04"
Universitas Islam Negeri Datokarama Palu,UIN DATOKARAMA PALU,"KOTA PALU - SULAWESI TENGAH, ID",3552,201025,146,29,6,10.652,6.681,47,29,68,266,40,"1,15",1.888,5.653,635,"24,37",11,84,8,"0,36",81,2,1,"0,01"
Institut Seni Budaya Indonesia Bandung,ISBI BANDUNG,"KOTA BANDUNG - JAWA BARAT, ID",533,002010,151,11,4,22.281,8.021,133,48,11,7,4,"0,04",1.507,2.935,490,"15,21",2,0,0,0,225,1,1,"0,01"
Universitas Krisnadwipayana,UNKRIS,"KOTA ADM. JAKARTA TIMUR - DKI JAKARTA, ID",1058,031008,159,19,3,10.276,6.683,50,33,124,408,66,"1,44",2.684,28.086,1.173,"98,89",1,0,0,0,252,0,0,0
Universitas Widya Husada Semarang,-,"KOTA SEMARANG - JAWA TENGAH, ID",8244277,061059,71,16,2,14.449,6.642,229,105,8,12,4,"0,11",902,2.092,376,"18,51",0,0,0,0,321,1,1,"0,01"
Universitas Nurul Jadid,UNUJA,"KAB. PROBOLINGGO - JAWA TIMUR, ID",4820,071094,180,25,6,12.212,6.713,61,34,45,166,29,"0,81",2.337,11.875,1.011,"58,21",2,3,2,"0,01",463,13,6,"0,06"
Institut Shanti Bhuana,ISB,"KAB. BENGKAYANG - KALIMANTAN BARAT, ID",3235,112003,27,4,2,8.670,6.731,333,259,1,0,0,0,381,838,145,"28,90",0,0,0,0,114,0,0,0
Universitas Muhammadiyah Enrekang,UNIMEN,"KAB. ENREKANG - SULAWESI SELATAN, ID",2580,091065,73,9,2,10.039,6.800,134,91,25,27,14,"0,30",830,4.718,396,"53,01",0,0,0,0,490,1,1,"0,01"
Sekolah Tinggi Manajemen Informatika dan Komputer Sinar Nusantara,STMIK SINAR NUSANTARA (SINUS),"KOTA SURAKARTA - JAWA TENGAH, ID",1999,063040,34,5,2,11.205,6.729,311,187,3,3,3,"0,07",628,1.419,282,"33,79",0,0,0,0,288,0,0,0
Universitas Sebelas Maret,UNS,"KOTA SURAKARTA - JAWA TENGAH, ID",8,001027,1.754,183,65,981.639,523.754,583,311,10.303,49.367,6.206,"24,73",85.969,355.509,37.357,"178,11",210,400,94,"0,20",6.747,228,145,"0,11"
Universitas Brawijaya,UB,"KOTA MALANG - JAWA TIMUR, ID",404,001019,2.396,175,68,1.070.283,501.330,527,247,10.530,54.283,6.571,"22,06",101.395,506.591,47.291,"205,85",154,529,68,"0,21",21.045,498,319,"0,20"
Universitas Gadjah Mada,UGM,"KAB. SLEMAN - DAERAH ISTIMEWA YOGYAKARTA, ID",384,001001,3.239,305,79,3.133.093,1.404.696,1.178,528,19.932,153.367,13.847,"45,12",177.119,910.941,66.837,"268,00",896,1.859,292,"0,55",14.035,1.146,578,"0,34"
Universitas Indonesia,UI,"KOTA ADM. JAKARTA PUSAT - DKI JAKARTA, ID",430,001002,3.496,259,51,1.785.785,643.212,893,322,28.685,212.052,18.332,"85,64",148.701,1.075.244,62.483,"434,27",482,1.370,227,"0,55",10.761,507,292,"0,20"
Universitas Diponegoro,UNDIP,"KOTA SEMARANG - JAWA TENGAH, ID",6,001008,1.814,170,90,1.347.926,543.903,841,339,11.238,60.529,7.045,"33,24",130.923,787.812,56.511,"432,63",291,1.319,146,"0,72",35.739,949,560,"0,52"
Universitas Airlangga,UNAIR,"KOTA SURABAYA - JAWA TIMUR, ID",380,001004,2.078,186,58,1.397.490,767.736,870,478,13.301,80.514,7.642,"39,29",82.955,583.070,34.441,"284,56",297,2.030,143,"0,99",14.365,474,271,"0,23"
Universitas Padjadjaran,UNPAD,"KAB. SUMEDANG - JAWA BARAT, ID",481,001007,2.239,187,56,1.209.230,617.232,655,334,10.122,62.446,6.318,"25,77",86.815,474.270,37.765,"195,74",305,1.536,170,"0,63",16.275,438,292,"0,18"
Institut Pertanian Bogor,IPB,"KAB. BOGOR - JAWA BARAT, ID",428,002003,1.507,192,51,1.713.258,666.315,1.303,507,12.417,102.271,8.524,"64,73",129.432,791.583,59.452,"501,00",833,3.013,421,"1,91",23.696,2.569,1.408,"1,63"
Akademi Keperawatan Helvetia Medan,-,"KOTA MEDAN - SUMATERA UTARA, ID",762,014142,0,0,0,152,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Akademi Keperawatan Fatima Mamuju,-,"KAB. MAMUJU - SULAWESI BARAT, ID",2807,094070,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Akademi Keperawatan Putra Pertiwi,-,"- - -, ID",2804,094067,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Institut Studi Islam Darussalam (ISID) Gontor Ponorogo,-,"- - -, ID",3577,212017,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Akademi Akuntansi PGRI Jember,-,"KAB. JEMBER - JAWA TIMUR, ID",2280,074026,0,0,0,410,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ikatan Ilmuwan Internasional Suriname,DIASPORA SURINAME,"UNKNOWN - UNKNOWN, ID",8244206,592,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Akademi Keperawatan Pemkab Padang Pariaman,-,"- - -, ID",4349,344020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ikatan Ilmuwan Internasional Bolivia,DIASPORA BOLIVIA,"UNKNOWN - UNKNOWN, ID",8244197,582,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
STIE Putera Sampoerna,-,"- - -, ID",1251,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Disable -- Sekolah Tinggi Ilmu Administrasi Sebelas April,-,"KAB. SUMEDANG - JAWA BARAT, ID",1507,043090,0,0,0,203,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ikatan Ilmuwan Internasional Belize,DIASPORA BELIZE,"UNKNOWN - UNKNOWN, ID",8244190,575,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ikatan Ilmuwan Internasional Republik Afrika Tengah,DIASPORA REPUBLIK AFRIKA TENGAH,"UNKNOWN - UNKNOWN, ID",8244203,589,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Disable -- Akademi Manajemen Informatika Dan Komputer Mdp,-,"KOTA PALEMBANG - SUMATERA SELATAN, ID",989,024044,0,0,0,51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Akademi Perikanan Wachyuni Mandira,-,"- - -, ID",991,024053,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ikatan Ilmuwan Internasional Sahara Barat,DIASPORA SAHARA BARAT,"UNKNOWN - UNKNOWN, ID",8244209,595,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Akademi Keperawatan Teladan Bahagia,-,"KAB. HUMBANG HASUNDUTAN - SUMATERA UTARA, ID",744,014069,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Akademi Analis Kesehatan Pemerintah Aceh,-,"KOTA BANDA ACEH - ACEH, ID",4337,344008,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Akademi Keuangan Dan Perbankan YPK,-,"- - -, ID",1265,034018,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Akademi Sekretari Dan Manajemen Santa Anna,-,"KOTA SEMARANG - JAWA TENGAH, ID",225,064059,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ikatan Ilmuwan Internasional Turkmenistan,DIASPORA TURKMENISTAN,"UNKNOWN - UNKNOWN, ID",8244192,577,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AMIK Polibisnis Medan,-,"KOTA MEDAN - SUMATERA UTARA, ID",737,014058,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Akademi Keperawatan Bhakti Mulia,-,"- - -, ID",2016,064069,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Akademi Kebidanan Bakti Inang Persada,-,"KOTA MEDAN - SUMATERA UTARA, ID",736,014057,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ikatan Ilmuwan Internasional Mongolia,DIASPORA MONGOLIA,"UNKNOWN - UNKNOWN, ID",8244208,594,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Disable -- AMIK AKMI,AMIK AKMI,"KAB. OGAN KOMERING ULU - SUMATERA SELATAN, ID",992,024063,0,0,0,203,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Akademi Manajemen Informatika Dan Komputer Medan,-,"KOTA MEDAN - SUMATERA UTARA, ID",746,014117,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Akademi Keperawatan Raflesia,-,"- - -, ID",1770,044155,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Badan Pengawas Pemilihan Umum Republik Indonesia,BAWASLU RI,"KOTA ADM. JAKARTA PUSAT - DKI JAKARTA, ID",8244457,96314108,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ikatan Ilmuwan Internasional Guyana,DIASPORA GUYANA,"UNKNOWN - UNKNOWN, ID",8244201,587,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ikatan Ilmuwan Internasional Papua Nugini,DIASPORA PAPUA NUGINI,"UNKNOWN - UNKNOWN, ID",8244191,576,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
STIT Al-Azhar Sidoarjo,-,"KAB. SIDOARJO - JAWA TIMUR, ID",3817,213250,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tri Tunggal Prakarsa Global,-,"- - -, ID",4841,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Akademi Kebidanan Bhakti Mulia,-,"- - -, ID",2025,064140,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Universitas 45 Makassar,-,"- - -, ID",2536,091010,0,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Akademi Pariwisata 17 Agustus 1945 Surabaya,-,"KOTA SURABAYA - JAWA TIMUR, ID",2281,074027,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ikatan Ilmuwan Internasional Kazakhstan,DIASPORA KAZAKHSTAN,"UNKNOWN - UNKNOWN, ID",8244200,585,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
STAI Syarifuddin (STAIS) Lumajang Jawa Timur,-,"UNKNOWN - UNKNOWN, ID",3807,213240,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Akademi Kebidanan Mamba ul Ulum Surakarta,-,"KOTA SURAKARTA - JAWA TENGAH, ID",2015,064065,0,0,0,51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Akademi Analis Kesehatan Unmuh Surabaya,-,"- - -, ID",2288,074037,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Akademi Komunitas Multistrada,-,"KAB. BEKASI - JAWA BARAT, ID",4575,046001,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ikatan Ilmuwan Internasional Namibia,DIASPORA NAMIBIA,"UNKNOWN - UNKNOWN, ID",8244207,593,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Akademi Kebidanan Pemkab Aceh Tengah Takengon,-,"KAB. ACEH TENGAH - ACEH, ID",4336,344007,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Akademi Perikanan Ibrahimy,-,"KAB. SITUBONDO - JAWA TIMUR, ID",2287,074036,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Akademi Kebidanan Pemkab Aceh Utara Lhokseumawe,-,"KAB. ACEH UTARA - ACEH, ID",4335,344006,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ikatan Ilmuwan Internasional Aljazair,DIASPORA ALJAZAIR,"UNKNOWN - UNKNOWN, ID",8244188,573,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
STAI Sunan Drajat Lamongan,-,"UNKNOWN - UNKNOWN, ID",3804,213237,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Akademi Kebidanan Helvetia Medan,-,"KOTA MEDAN - SUMATERA UTARA, ID",733,014053,0,0,0,51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Politeknik Jawa Dwipa,-,"- - -, ID",2031,065001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Disable -- Sekolah Tinggi Ilmu Ekonomi Sebelas April,STIE SEBELAS APRIL,"KAB. SUMEDANG - JAWA BARAT, ID",1500,043081,0,0,0,102,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Akademi Telekomunikasi Nusantara,-,"KAB. BEKASI - JAWA BARAT, ID",1756,044126,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Akademi Manajemen Indonesia Semarang,-,"KOTA SEMARANG - JAWA TENGAH, ID",2012,064053,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Disable -- AMIK Lembah Dempo,-,"KOTA PAGAR ALAM - SUMATERA SELATAN, ID",988,024043,0,0,0,159,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ikatan Ilmuwan Internasional Oman,DIASPORA OMAN,"UNKNOWN - UNKNOWN, ID",8244187,572,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Akademi Gizi Sinka Dharma Madani Singkawang,-,"KOTA SINGKAWANG - KALIMANTAN BARAT, ID",3294,114102,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
STAIN Ternate,-,"KOTA TERNATE - MALUKU UTARA, ID",3550,203022,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Akademi Farmasi Yannas Husada,AKFARYANNAS,"KAB. BANGKALAN - JAWA TIMUR, ID",8244443,074131,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AMIK Parnaraya Manado,-,"KOTA MANADO - SULAWESI UTARA, ID",2782,164007,1,0,0,40,0,0,0,0,0,0,0,6,310,4,0,0,0,0,0,0,0,0,0
Disable -- Akademi Hiperkes Makassar,-,"KOTA MAKASSAR - SULAWESI SELATAN, ID",2781,094036,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Universitas Veteran Republik Indonesia,-,"- - -, ID",2526,091001,0,0,0,104,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sekolah Tinggi Ilmu Ekonomi Penguji Sukabumi,STIEP,"KOTA SUKABUMI - JAWA BARAT, ID",1501,043082,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
STIKES Delima Persada Gresik,-,"KAB. GRESIK - JAWA TIMUR, ID",2269,073171,0,0,0,51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sekolah Tinggi Ilmu Ekonomi YP-Karya,-,"KOTA TANGERANG - BANTEN, ID",1509,043093,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Akademi Pariwisata Engku Putri Hamidah,-,"KOTA PEKANBARU - KEPULAUAN RIAU, ID",3045,104012,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ikatan Ilmuwan Internasional Somalia,DIASPORA SOMALIA,"UNKNOWN - UNKNOWN, ID",8244189,574,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sekolah Tinggi Ilmu Ekonomi AAS ,STIE AAS,"KAB. SUKOHARJO - JAWA TENGAH, ID",229,063093,0,0,0,1.221,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
STIE Prasetiya Mulya,-,"- - -, ID",1253,033204,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Akademi Manajemen Koperasi Kediri,-,"- - -, ID",2276,074013,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Apikes Bhakti Mulia,-,"- - -, ID",2020,064083,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Politeknik Ketapang,-,"- - -, ID",3299,115007,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
